,nums,labels
0,四百; 九百九十一,1
13610,四百六十五; 五百十九,1
13611,八百四十七; 五百二十四,0
13612,二百九十三; 九百三十六,1
13613,九百七十八; 四百六十九,0
13614,六百四十五; 三百七十六,0
13615,四百二十六; 九百三十七,1
13616,九百九十五; 二百二十一,0
13617,四百十; 四百八十一,1
13618,百七十; 九百九十,1
13619,三百五十七; 二百六十二,0
13620,六百六十一; 二百二十八,0
13621,三百八十三; 七百七十,1
13622,八百一; 八百二十九,1
13623,二百四十三; 二百八十,1
13624,四百七十四; 八百四十三,1
13625,二百二十三; 九百六十五,1
13626,三百四十二; 三百九十四,1
13627,六十二; 百五十六,1
13628,五百三十三; 二百六十一,0
13629,三百四十一; 三百四十四,1
13630,二百六十五; 四百八十,1
13631,四百九十二; 五百三十四,1
13632,三百; 百三十三,0
13633,九百六十四; 五百四十六,0
13634,百二十六; 七百六十九,1
13635,三百五十三; 六百三,1
13636,二百七十九; 七百四十七,1
13637,四百八十四; 二百二十六,0
13638,八百八十七; 六百五十七,0
13639,百二十四; 五十,0
13640,七百十三; 四百五十三,0
13641,十六; 五百四十九,1
13642,五; 九百六十七,1
13643,五百三十; 八百七十,1
13644,四百四十七; 六百三十四,1
13645,四百五十七; 三百十,0
13646,八百九十二; 四百四十三,0
13647,九十六; 三百四十七,1
13648,六十一; 六百二十五,1
13649,二百六十; 三百九十三,1
13650,六百四十八; 九百九十五,1
13651,九百十五; 四百二十,0
13652,三百六十一; 七百九十八,1
13653,四百六十四; 三百五十七,0
13654,八百六十二; 五百七十,0
13655,十八; 六百七十九,1
13656,百五; 八十二,0
13657,二百七十七; 二百六,0
13658,二百四十; 四百九十九,1
13659,百一; 九百十九,1
13660,七百三十五; 二百十四,0
13661,二; 四百六十五,1
13662,七百九十三; 三百一,0
13663,三百七十五; 五百四十一,1
13664,百九十七; 五百三十三,1
13665,五百八十九; 五百二十,0
13666,四十七; 六百七十三,1
13667,二百三十二; 二百十八,0
13668,九百三十八; 五百四十四,0
13669,四百九十七; 八百十一,1
13670,三百十; 四百八十一,1
13671,四十四; 六百二十九,1
13672,六百十二; 五百三十一,0
13673,四百七十八; 二百二十八,0
13674,四百二十七; 三百五十九,0
13675,百五十六; 三百六十一,1
13676,六百; 四百八十三,0
13677,百六十七; 六百九十二,1
13678,九百八十二; 四百四,0
13679,五百二十三; 四百十一,0
13680,七百二十六; 八百六十四,1
13681,百二十七; 四百八,1
13682,百八; 八百五十一,1
13683,二百五; 五十六,0
13684,八百六十五; 百十三,0
13685,二百二十二; 十六,0
13686,四百十九; 三百七十一,0
13687,七十七; 七百七十九,1
13688,三百六十二; 六百三十六,1
13689,七百七十四; 七百二,0
13690,二百三十六; 六百六十二,1
13691,五百五十七; 四十一,0
13692,四百二十六; 九百八十一,1
13693,八百七; 二百,0
13694,六十二; 六百三十三,1
13695,九百十六; 四百十三,0
13696,三百十二; 四百二十六,1
13697,八十七; 五百五十一,1
13698,二百四十八; 四百五十一,1
13699,二百十三; 五十九,0
13700,八十七; 七百六十六,1
13701,四百六十四; 百六十,0
13702,八百九十五; 三百三十三,0
13703,九百八十八; 五百一,0
13704,七百二十二; 四百五十二,0
13705,九百九十七; 六百四十五,0
13706,二百七十; 六百五十七,1
13707,四百八十九; 五百十八,1
13708,九百七十四; 三十一,0
13709,六百七十; 九百八十一,1
13710,三百八十九; 二百六十九,0
13711,四百四十; 九百七十五,1
13712,百十六; 百九十三,1
13713,十; 五百六十三,1
13714,三百六; 九十,0
13715,六百十七; 三百六十四,0
13716,四百十六; 三百四十二,0
13717,四百七十三; 八百八十七,1
13718,二百五十二; 八百四十七,1
13719,二百五十二; 三百八十九,1
13720,五百三十二; 六百三十六,1
13721,六百四十三; 九百九十三,1
13722,百二; 八百五十八,1
13723,七百六十二; 五十七,0
13724,九百三十八; 百九十四,0
13725,四百七十七; 六百七十九,1
13726,七百五十七; 三百六十,0
13727,三; 七百八十,1
13728,五百八十; 四百三十六,0
13729,五百七十八; 二百七十八,0
13730,三百三十九; 五百七十一,1
13731,二百二十; 三百二十,1
13732,六百五十四; 二百五十九,0
13733,百九十六; 七百七十七,1
13734,五百二十三; 四百五,0
13735,四百三十八; 八百九十二,1
13736,百五十六; 二十五,0
13737,六百六十七; 七十七,0
13738,五十七; 九百五十一,1
13739,五百四十; 九百三十五,1
13740,七百二十八; 七百四十七,1
13741,百九十七; 六百三十四,1
13742,三百五十一; 八十二,0
13743,五百九十八; 六百四十二,1
13744,六百六十四; 六百九,0
13745,五百七十七; 六百八十六,1
13746,四百十; 九百二十六,1
13747,二百五十七; 十三,0
13748,三百五十一; 四百三十四,1
13749,九百三十六; 二百七十二,0
13750,八百六十; 三百三十三,0
13751,五十八; 三百四十九,1
13752,五百四; 七百六十八,1
13753,五十二; 五百八十八,1
13754,五百二十二; 四百十七,0
13755,五百五十二; 七百三十六,1
13756,九百三十一; 三百九十八,0
13757,九百四十三; 七百四十六,0
13758,五百十六; 六百二十五,1
13759,八百八十一; 九百七十九,1
13760,九百八十二; 九百六十九,0
13761,四百四十八; 八十六,0
13762,百九十七; 十九,0
13763,六百六十八; 四百七十五,0
13764,二百十; 十二,0
13765,二百五十三; 百五十四,0
13766,八百十七; 六百四十三,0
13767,四十; 二百十九,1
13768,七百四十六; 八十二,0
13769,六百六; 十三,0
13770,三百二十七; 九百五十一,1
13771,五百九十八; 七百三十五,1
13772,三十一; 四百,1
13773,百五十七; 九百六,1
13774,六百十; 百三,0
13775,四百十八; 三十六,0
13776,八百五十九; 四百四十四,0
13777,八百三十九; 五百八十一,0
13778,六百六十一; 七十六,0
13779,七百三十七; 五百八十四,0
13780,七百七十八; 七百二十八,0
13781,九百七十; 九百六十二,0
13782,七百二十四; 四百四十九,0
13783,三百八十四; 五百六十九,1
13784,九百二; 七百八十三,0
13785,七百九十五; 六百九十八,0
13786,九百二十九; 二百十七,0
13787,八百二十九; 七百二十五,0
13788,二百五十五; 七百二十二,1
13789,九百六; 四百六十五,0
13790,九百七十七; 四十二,0
13791,八百九十六; 百九十七,0
13792,八百四十三; 二百十,0
13793,五百七十四; 二十七,0
13794,二百七十三; 九百九十八,1
13795,九百八十一; 九百二十三,0
13796,七百九十二; 百七十二,0
13797,三百六十; 三百七十七,1
13798,九百七十五; 六百五十八,0
13799,二百; 九百二十七,1
13800,三百二十九; 九十一,0
13801,四百二; 千,1
13802,百二十八; 三十二,0
13803,七百三十五; 八百七十五,1
13804,六百六十七; 三十二,0
13805,五十九; 四百,1
13806,六百五十九; 百二,0
13807,四百十七; 四百十八,1
13808,百二十三; 八百九十八,1
13809,百三十九; 五百七十八,1
13810,四百七十; 六百七十六,1
13811,二百五十七; 五百二十三,1
13812,百四十六; 六百八十九,1
13813,八百二十六; 百五十八,0
13814,四百三十五; 三百四十六,0
13815,九百二十六; 六百八十三,0
13816,五百五十五; 三百九十四,0
13817,百三十九; 七十四,0
13818,十九; 七百十五,1
13819,三百十六; 四百八,1
13820,九百五十四; 四百五十二,0
13821,十六; 四百十四,1
13822,四百八十二; 四,0
13823,百八十七; 五百六十四,1
13824,八百九十三; 五百五十,0
13825,六百九; 九十二,0
13826,四百二; 二百七十二,0
13827,六百二; 九百十五,1
13828,四百四十一; 四百四十,0
13829,八百十三; 七百九十六,0
13830,五百七十四; 百二十九,0
13831,四百四; 八百七十四,1
13832,三百四十五; 二百,0
13833,三百三十五; 六百六十四,1
13834,八百六十九; 四百五十六,0
13835,六百七十九; 九百四十二,1
13836,四百八十七; 六百七,1
13837,九百三十三; 百二十三,0
13838,百九十八; 二十,0
13839,二十六; 八百三十一,1
13840,八百二; 七百十七,0
13841,五百七十五; 三百十七,0
13842,四百五十七; 八百二十二,1
13843,七百四十五; 二百十五,0
13844,九百五十六; 七十,0
13845,四百四十一; 百八十六,0
13846,八百十六; 八百九十八,1
13847,四百七; 五百七十四,1
13848,百二十一; 百十九,0
13849,八; 七百七十八,1
13850,八百八十七; 二百八十四,0
13851,六百九十六; 九十五,0
13852,九百五十六; 八百九十二,0
13853,八百十三; 五百一,0
13854,五百二十八; 五百七十,1
13855,三百一; 二百七十,0
13856,二百三十三; 七百八十五,1
13857,六; 四百二十八,1
13858,二百五十四; 四百六,1
13859,八十; 七百九十一,1
13860,七百七十; 八百九十五,1
13861,百十九; 二百十六,1
13862,八百二; 八百六十,1
13863,四百十一; 六百八,1
13864,八百五; 八百三十九,1
13865,八百二十一; 七百六十九,0
13866,八百十二; 三百七十五,0
13867,二十四; 五百八十四,1
13868,九百五; 七百二十七,0
13869,四百三十一; 七百,1
13870,百七十四; 百七十六,1
13871,二百十二; 六百十四,1
13872,七百六十一; 三百三十二,0
13873,百; 九百五十九,1
13874,六百七十四; 五百十六,0
13875,六百三十七; 七百七十六,1
13876,三百六十; 九百三十三,1
13877,八百二十三; 三百十八,0
13878,五百三十九; 五百八十四,1
13879,二百四十九; 三百九十四,1
13880,四百九十七; 百八十三,0
13881,二十六; 八百九十,1
13882,八百八十八; 二百十九,0
13883,二百六十六; 六百五十二,1
13884,八百十四; 四百三十三,0
13885,七百四十三; 百五十一,0
13886,六百七十; 五百八十六,0
13887,四百六十四; 八百六十九,1
13888,九十四; 百三十八,1
13889,百十五; 二百八十,1
13890,四百七十; 六百十九,1
13891,三百二十四; 二百八十七,0
13892,九十五; 二百四十二,1
13893,五百九十五; 七百二,1
13894,九十三; 五百六十八,1
13895,九十八; 六百五十八,1
13896,七百二十八; 二百十一,0
13897,六百七十七; 百九十七,0
13898,四百二十; 二百七十一,0
13899,七百二十四; 六百七十四,0
13900,三百九十九; 六百二十七,1
13901,百十六; 七百七十六,1
13902,九十二; 四百二十,1
13903,七百; 三百四十二,0
13904,三百七十二; 五百三十四,1
13905,七百十九; 七百四十三,1
13906,三百二十四; 百,0
13907,四百六十二; 五十四,0
13908,七百二十六; 六百二,0
13909,七百三十六; 二十八,0
13910,九百七十四; 五百六十一,0
13911,二百六十五; 九百二十六,1
13912,六百八十; 百四十五,0
13913,百七十九; 六百二十六,1
13914,百四十九; 五百五十五,1
13915,六百八十; 七百九十一,1
13916,九百二; 四百九十八,0
13917,百四; 百六十,1
13918,九十五; 九百八十一,1
13919,五十六; 百二十三,1
13920,二百二; 三百六十二,1
13921,五百九十八; 六百八十,1
13922,三百二十七; 五百八十六,1
13923,七百六十三; 八百二十七,1
13924,三百九十六; 七百三十九,1
13925,四百九十七; 九百七十一,1
13926,百三十一; 百五十九,1
13927,八百十六; 六百四十五,0
13928,三百四; 七百四,1
13929,八百二十五; 八百七十二,1
13930,三十四; 三百九十,1
13931,九百; 五百五十一,0
13932,五百九十九; 二百二十三,0
13933,四百十七; 六百十四,1
13934,四百三十九; 四百三十七,0
13935,五十九; 五百八十九,1
13936,九百十三; 九百七十六,1
13937,七百五十六; 五百五十三,0
13938,九百七十五; 六百四十六,0
13939,九百八十一; 五百九十二,0
13940,三百三十八; 七百十九,1
13941,七百九; 二百八十三,0
13942,七百八十三; 九百八十三,1
13943,九十二; 三百十九,1
13944,六百六十一; 五百四十七,0
13945,百一; 百九十四,1
13946,二百九十八; 五百三十八,1
13947,四百二十; 四十七,0
13948,三百八十五; 三百十四,0
13949,七百三十二; 二百十八,0
13950,五百六十九; 八百四十八,1
13951,八百九十四; 八百二十七,0
13952,七十八; 六百七十六,1
13953,三十八; 九百二,1
13954,五百七十八; 九百八十九,1
13955,八百七十八; 九百五十八,1
13956,七百十七; 七百三,0
13957,九百四十一; 六百七十七,0
13958,六; 八百七十八,1
13959,六百二十九; 五百十四,0
13960,二百十三; 八百三十,1
13961,百九十八; 四百四十三,1
13962,二十七; 四百十八,1
13963,八百; 四,0
13964,二百八十一; 八百七十六,1
13965,七百六十三; 六百十二,0
13966,八十七; 七百十八,1
13967,六百五; 五百三十,0
13968,九百五十; 二百四十三,0
13969,七百二; 二百,0
13970,三百六十二; 三百九十五,1
13971,九百七十三; 六百十三,0
13972,三百七十五; 二百六十六,0
13973,三百四十; 三百九十六,1
13974,百五十七; 五百八十三,1
13975,四百六十一; 四百十七,0
13976,七百七; 八百六十一,1
13977,六百十八; 六百九,0
13978,七百二十; 六百七十一,0
13979,百三; 四百八十九,1
13980,七百二十五; 百三十五,0
13981,八百二十四; 八,0
13982,六百二十五; 七百十二,1
13983,八百五十; 四百三十七,0
13984,九百九十六; 九十一,0
13985,八百三十一; 四百十六,0
13986,六百五十六; 百八十六,0
13987,七百一; 八百,1
13988,八百四十四; 六,0
13989,四百三十一; 四百二,0
13990,六百四十三; 百二十五,0
13991,八百七十四; 四百八十二,0
13992,十一; 百十一,1
13993,三百七十七; 五百二十三,1
13994,八百十六; 七百五十九,0
13995,七十一; 六百六十三,1
13996,四百六十一; 四百五十五,0
13997,四百九十九; 七百九十,1
13998,六百五十六; 七百五十九,1
13999,三百八十五; 四百九十四,1
14000,百一; 九百三十八,1
14001,四百九十六; 六百五十,1
14002,五百三十三; 六百六十六,1
14003,九百七十七; 七十一,0
14004,三百九十六; 二百八十,0
14005,三百五十七; 九百三十九,1
14006,四百十八; 六十八,0
14007,百五十四; 百十三,0
14008,百二十三; 百十六,0
14009,五百二十六; 三百四十三,0
14010,七百八十三; 九百九十八,1
14011,九百二十三; 八百二十一,0
14012,六百十三; 三百八十一,0
14013,百六十五; 九百十三,1
14014,百十八; 六百三十五,1
14015,三百二; 四百九十九,1
14016,四百六十六; 十五,0
14017,九百六十; 百,0
14018,二百二十二; 六百五十,1
14019,六十九; 九百五十六,1
14020,八百五十八; 八百六十八,1
14021,五百二; 五百八,1
14022,九百六十六; 二百四十五,0
14023,六百五十八; 八百三十九,1
14024,六百八十八; 百六十一,0
14025,九十八; 百九十五,1
14026,七百八十九; 四百六十三,0
14027,八百九十五; 六十五,0
14028,九十八; 百三十六,1
14029,九百九十五; 六百七十六,0
14030,八百二十八; 七百七十九,0
14031,百四; 百,0
14032,四十六; 八百七十一,1
14033,百四十六; 七百五十五,1
14034,五百十八; 三百四十一,0
14035,百三十三; 百六,0
14036,七百二十一; 百十九,0
14037,五百十二; 三百六十二,0
14038,三百三十; 八百四十七,1
14039,百二十八; 九百,1
14040,七百二十四; 三百四十八,0
14041,三百十四; 九百,1
14042,三百四十四; 九百七十五,1
14043,百六十三; 三百四十一,1
14044,六百四十二; 五百九十三,0
14045,六百六十八; 八百二十,1
14046,百九十六; 九百四,1
14047,百七十九; 九百十四,1
14048,二百八十六; 四百八十三,1
14049,百八十八; 六百四十,1
14050,百九十六; 七百六十,1
14051,四百九十一; 二百三十八,0
14052,五百十八; 八百二十一,1
14053,四百八十四; 二百六十四,0
14054,八百四十六; 八百七十五,1
14055,六百七十; 七百四,1
14056,五百八十三; 二百六,0
14057,二百七十一; 四百四十,1
14058,五百三十六; 九十九,0
14059,七百六十四; 四百三十四,0
14060,四百三十六; 五百十五,1
14061,九十七; 九十四,0
14062,九百十五; 百九十三,0
14063,六百三十五; 二百二十五,0
14064,百九十一; 四百十一,1
14065,六百三十七; 百九十五,0
14066,九百九十四; 九百六十九,0
14067,二百三十五; 四百四十九,1
14068,五百五; 九百,1
14069,八百十七; 六十三,0
14070,九百四十四; 百三十八,0
14071,五百二十; 七百七十四,1
14072,七百八十五; 八百八十四,1
14073,九百五十八; 四十一,0
14074,二百三十七; 三百二十一,1
14075,三百八十四; 八百八十六,1
14076,八百九十四; 六百三十八,0
14077,八百八十三; 五百五十五,0
14078,七百六十一; 百八十三,0
14079,八十三; 九百二十五,1
14080,三百四十七; 八百三十四,1
14081,三百八十七; 七百五十二,1
14082,百五十二; 七百三十八,1
14083,二百六十三; 七十八,0
14084,二百八十八; 五百六十三,1
14085,六百四十六; 七十八,0
14086,三百十一; 百八十五,0
14087,七百三; 五百六十四,0
14088,二百六十八; 八百五十五,1
14089,八百九十四; 八百九十三,0
14090,九百二十一; 百六十四,0
14091,百三十五; 八百五十九,1
14092,七百九; 七百九十三,1
14093,四百六十一; 二百九十一,0
14094,十; 百五十五,1
14095,九百; 四十六,0
14096,六百二; 七百十三,1
14097,五百二十八; 二百四十三,0
14098,九百九十七; 八百八十八,0
14099,二百四十一; 九百六十五,1
14100,百五十六; 八百十二,1
14101,四百六十六; 八百八十三,1
14102,五百七十二; 五百五十,0
14103,二百六十三; 五十二,0
14104,五百七; 六十九,0
14105,八百四十六; 九百二十八,1
14106,百五十六; 二百十四,1
14107,百九十四; 九百九十八,1
14108,七百四十二; 五百二十,0
14109,二百; 七百十八,1
14110,五百五十七; 四百三,0
14111,八百九十九; 八百三十八,0
14112,七百八十九; 八十八,0
14113,七百七十九; 六百七十,0
14114,二百二十八; 七百三十六,1
14115,八十; 五百十八,1
14116,七百五十五; 六百,0
14117,四百七十九; 四百九十八,1
14118,二百九十七; 三百五十四,1
14119,三百九十四; 八百二十,1
14120,五百二十三; 七百八十九,1
14121,四百五十八; 九百五十一,1
14122,四百三十六; 七百三十二,1
14123,百八十三; 六百九十三,1
14124,八百六十七; 六百十五,0
14125,七百八十八; 二百五十八,0
14126,四百七十四; 二十二,0
14127,百七十二; 五百六十一,1
14128,八百二十一; 十三,0
14129,三百九十四; 六百七十,1
14130,二百; 二百九,1
14131,二百十四; 二百八十八,1
14132,三百三十; 十三,0
14133,八百六十二; 四百三,0
14134,九百六十九; 二百二十九,0
14135,九百九十九; 二百二十四,0
14136,八百九十七; 七百二十五,0
14137,三百十八; 八百三十六,1
14138,九百四十; 百二,0
14139,三百九十七; 五十六,0
14140,二十; 二百二十八,1
14141,六百四十五; 六百五十五,1
14142,三百十五; 四百八十三,1
14143,九百七十八; 六十六,0
14144,二百三十; 二百五十一,1
14145,二百三十七; 七百十九,1
14146,百十九; 百九,0
14147,三百七; 九百六十六,1
14148,七百六十; 六十九,0
14149,百九十六; 四百二十四,1
14150,百四十四; 三百二,1
14151,六百二十四; 九百二十七,1
14152,三百七十一; 九百十二,1
14153,五百三十三; 三百六十五,0
14154,八百四十四; 九百六十三,1
14155,三百六十六; 二百十,0
14156,二百六十六; 二百九十,1
14157,九十一; 八百六十九,1
14158,百五十七; 六百三十五,1
14159,三百八十九; 七十五,0
14160,六百十六; 四百三十六,0
14161,六百十七; 三百六十,0
14162,九百三十三; 七百五十一,0
14163,六百八十九; 九百一,1
14164,八百二十一; 八百七十九,1
14165,百十; 二百五十六,1
14166,四百二十八; 三百九十六,0
14167,八百五十五; 三百八十一,0
14168,八百十三; 八十三,0
14169,七百六; 八百十一,1
14170,百三十五; 八百七十七,1
14171,二百六十九; 七百三十六,1
14172,三百二十五; 百六十一,0
14173,六百七十八; 五百三十九,0
14174,三十三; 九百三十六,1
14175,四百九; 百五十一,0
14176,百五十九; 四百六十三,1
14177,七百二十六; 四,0
14178,百四十; 九百七十二,1
14179,四百二十; 四百四十八,1
14180,百七十六; 三百七十九,1
14181,三百三十八; 二百四,0
14182,九百四十八; 六百六十二,0
14183,二百八; 百十五,0
14184,六百六十五; 二百九十二,0
14185,七百五十五; 五百八十六,0
14186,六百七; 六百七十七,1
14187,二百四十四; 六百八十六,1
14188,十四; 五百五十三,1
14189,七百八十四; 二百七,0
14190,八百九十五; 七百三十九,0
14191,五百五十五; 六百七十三,1
14192,八百五十五; 五百九十二,0
14193,九百六十; 二百八十六,0
14194,二百五十四; 四百八十二,1
14195,八百十五; 六百二十二,0
14196,四百二十七; 四百三十五,1
14197,三百十四; 七百三十二,1
14198,九百五十四; 四百六,0
14199,九百七; 四百四十三,0
14200,四百八十三; 九百,1
14201,六百六十七; 二百二十二,0
14202,四百; 七百五十五,1
14203,四百六十二; 五百七十三,1
14204,百五十; 七百七十九,1
14205,三百八; 九百八十六,1
14206,三百七; 八百七十三,1
14207,四百五十八; 六百二十,1
14208,三百四十; 五百十五,1
14209,二百六十七; 四百六十六,1
14210,六百九十六; 六百八十三,0
14211,百四十六; 三百五十三,1
14212,百七十五; 八百六十三,1
14213,四百四十; 百八十九,0
14214,四百七十八; 二百九十七,0
14215,三百九十七; 八百二十五,1
14216,五百八十二; 二百七十七,0
14217,九百九; 七百六十三,0
14218,四百六十三; 三十,0
14219,九百十四; 百二十二,0
14220,四十二; 七十四,1
14221,八百三十; 八百六十九,1
14222,三百七十八; 九百二十六,1
14223,百; 五百六十九,1
14224,二; 九百二十八,1
14225,五百八十四; 八百八十二,1
14226,三百五; 八,0
14227,五百九十三; 二百二十五,0
14228,三百五十三; 七百一,1
14229,五百二十一; 九百四十一,1
14230,五百九十三; 五百四十七,0
14231,三百二十七; 六百二十八,1
14232,九百三十五; 九百四十六,1
14233,八百三十二; 二百十,0
14234,六百八十五; 百四,0
14235,四百三十九; 六百三十九,1
14236,七百十四; 六百三十五,0
14237,二十; 百八十五,1
14238,二百九十八; 二百二十七,0
14239,四百七十五; 二百四十七,0
14240,二百八十七; 三百三十六,1
14241,二百十四; 六百六十,1
14242,六百九十七; 六百四十八,0
14243,九十; 九百五十三,1
14244,九百九; 八百七,0
14245,七百四十九; 九百四十,1
14246,六百九十四; 八百九十二,1
14247,二百二十五; 百七,0
14248,十一; 九百二十五,1
14249,四百十五; 四百八十五,1
14250,十三; 七百七十,1
14251,四百五十; 五十一,0
14252,四百八十; 五百五十九,1
14253,九百九十; 百九十七,0
14254,七百七十二; 四百七十一,0
14255,百二; 五百五,1
14256,六百九十九; 六百二十九,0
14257,四百九十九; 二十五,0
14258,五百五十八; 八百八十四,1
14259,八百二十; 百八十三,0
14260,六百五十一; 九百十三,1
14261,八百十七; 六十八,0
14262,七百三十五; 八十七,0
14263,百五十四; 百九十三,1
14264,九百七; 百九十,0
14265,五百三十一; 四十一,0
14266,二百五十五; 七百四十五,1
14267,五百四; 三百七十八,0
14268,七百五十八; 六百九十九,0
14269,九百九十五; 四百五十八,0
14270,四百九十; 百十五,0
14271,七百二十四; 八十三,0
14272,六百十一; 六百九十,1
14273,四百二十八; 九,0
14274,五百三十八; 三十四,0
14275,百七十六; 五百六十四,1
14276,七百十三; 四百十七,0
14277,三百三十四; 七百四十八,1
14278,四百七十八; 二十七,0
14279,六百三十二; 八百十二,1
14280,三十二; 三百八十一,1
14281,八百五十一; 二百七十一,0
14282,四百五十一; 百七十四,0
14283,五百七十; 六百四十三,1
14284,五十; 二百七十九,1
14285,四百八十五; 六百七十,1
14286,百六十八; 百六,0
14287,百五十一; 二百四,1
14288,八百八十六; 六十七,0
14289,五百四十一; 八十七,0
14290,四百八十四; 三百九十九,0
14291,八十四; 八百九十二,1
14292,二百二十三; 九百六十九,1
14293,三百九; 七百七十七,1
14294,九百六十; 七百五十五,0
14295,三十一; 二百六十六,1
14296,五百八十六; 八百二十二,1
14297,六十; 五百九十,1
14298,五百二十二; 三百三十二,0
14299,七百四十六; 百七十七,0
14300,六百七; 九百二十四,1
14301,八百七十七; 四百三十九,0
14302,二百五十九; 六十九,0
14303,五百一; 五百五十二,1
14304,九百十七; 三百六十二,0
14305,八百二; 二百八十八,0
14306,八百二十五; 四百六十九,0
14307,五百四; 五百四十八,1
14308,二百三十; 六百九十一,1
14309,七百九十八; 六百四十七,0
14310,七百二十四; 二百九十六,0
14311,二百八十五; 七百十五,1
14312,二百八十八; 五百十一,1
14313,二百四; 六百八十六,1
14314,六百二十七; 五百十一,0
14315,五百三十二; 四百七十五,0
14316,三百九十三; 九百七十二,1
14317,百七十; 七百四,1
14318,三十二; 四,0
14319,四百九十七; 八百六十三,1
14320,五百一; 四百五十六,0
14321,五百四十二; 百六十三,0
14322,三百六十八; 五十四,0
14323,三百四十八; 五百五十六,1
14324,五百八; 二百四十,0
14325,三百五十九; 九百五十二,1
14326,五百四; 七百三十,1
14327,九百七; 六百八十六,0
14328,五十二; 二十七,0
14329,七百五十六; 五百七十六,0
14330,五十; 八,0
14331,三百五十; 百三十八,0
14332,二百六十一; 三百二十七,1
14333,七百四十七; 百二十八,0
14334,五百七; 二百九十,0
14335,四十七; 七百三十二,1
14336,九百五十七; 六百六十,0
14337,七百七十六; 四百八十五,0
14338,十四; 七百二,1
14339,十九; 八百五十七,1
14340,五百三十四; 四百八十五,0
14341,五百六十三; 二百二十八,0
14342,八百五十一; 九百四十,1
14343,百八十; 五百九十七,1
14344,九百二十; 九百九十八,1
14345,四百七十七; 八百二十五,1
14346,七百九十四; 二百七十五,0
14347,百九十四; 三百八十,1
14348,八百九十九; 九百三,1
14349,二百三十六; 六十一,0
14350,九百七十一; 四百九十七,0
14351,七百二十六; 七百十三,0
14352,九百七十; 百四十三,0
14353,七百七; 四百九,0
14354,二百九十七; 九百五十一,1
14355,二百四十七; 五百九十九,1
14356,百四十九; 六百九十,1
14357,四百九十六; 八百三十三,1
14358,四百二十七; 五十三,0
14359,五百五十五; 三百八十三,0
14360,七百八十九; 八百七十六,1
14361,八百二十九; 五百五十二,0
14362,八百; 七百四,0
14363,九百九十七; 七百七十三,0
14364,六百三十九; 百三十一,0
14365,七百五十八; 三百二十五,0
14366,二十一; 五百九十,1
14367,八十四; 九百七十三,1
14368,四百九十九; 四百六,0
14369,八百六十二; 九百十,1
14370,九百七十九; 三百十六,0
14371,四百九十二; 五百三,1
14372,九百七十四; 三百七十七,0
14373,百六十八; 六百四十二,1
14374,三百五十四; 八百四十五,1
14375,四百四十三; 百五十三,0
14376,四百八十三; 八十,0
14377,四百十四; 八百八,1
14378,九百十五; 八百五十四,0
14379,二百九十三; 四百九十六,1
14380,四十二; 九百八,1
14381,三百十八; 七十七,0
14382,九百十七; 二百六十七,0
14383,三百七十七; 四百三十三,1
14384,八百十九; 八百九十,1
14385,九百八十八; 七百二十五,0
14386,五百六; 八百十四,1
14387,六百九十九; 六百二十四,0
14388,二百九十八; 五百五十一,1
14389,二百八十七; 四百六十一,1
14390,百九十六; 百八,0
14391,三百四十二; 百三十,0
14392,六百十三; 四百七十九,0
14393,八百二十一; 六百九十三,0
14394,八百五十三; 三百四十一,0
14395,二百四十五; 六百十,1
14396,二百八十一; 八百十,1
14397,百八十; 百三十五,0
14398,四十七; 七十一,1
14399,九百二十一; 八百八十二,0
14400,二百三十五; 二百四十三,1
14401,百五十; 五百九十二,1
14402,六百三十五; 二百四十五,0
14403,九百八十六; 二百六十五,0
14404,五百四十一; 八百八十五,1
14405,四百八十; 五,0
14406,二百五十; 六百五十,1
14407,六百十六; 二百三十一,0
14408,八百八十八; 三百五十五,0
14409,六百六; 六百一,0
14410,八百七十九; 七百二十八,0
14411,八十六; 八百六十三,1
14412,三百二十四; 九百七十六,1
14413,百三十七; 六百三十一,1
14414,八百六十五; 八十四,0
14415,三百四十二; 七十五,0
14416,五百四十四; 八百二十六,1
14417,七百八十; 三百五十三,0
14418,二百七十八; 九百四十四,1
14419,百六十四; 四百九十六,1
14420,六十九; 二十一,0
14421,九百七十一; 三百六十,0
14422,百八十七; 二,0
14423,七百五; 四百二十,0
14424,三百三十三; 二百三十三,0
14425,三百七十一; 四百六十一,1
14426,八百五十四; 四百九十一,0
14427,五百七十五; 三百七,0
14428,三十; 五百八十三,1
14429,三百一; 六百三十四,1
14430,六百七十六; 四百九,0
14431,三百十三; 三百四十,1
14432,七百七十一; 百二,0
14433,八百七十四; 四百六十八,0
14434,百七十二; 八百十六,1
14435,百九十四; 九百五十四,1
14436,九百三十五; 九百四十九,1
14437,四百四十八; 六百四十七,1
14438,九百四十六; 五百二十七,0
14439,五十八; 四十九,0
14440,六百二; 九百四十三,1
14441,四百七十五; 三百六十一,0
14442,百十九; 五百七十二,1
14443,九百九十九; 九百四十二,0
14444,三百六十九; 四百五十,1
14445,九百三十七; 五百五十一,0
14446,七百三十八; 七百五十八,1
14447,五百十九; 四十八,0
14448,七百八十六; 八百六十八,1
14449,九百五十七; 七百四十六,0
14450,百六十; 七十七,0
14451,九十四; 三百六十六,1
14452,四百七十五; 八百四十六,1
14453,八百三十二; 五百九十九,0
14454,七百七十四; 百八十一,0
14455,百; 百六,1
