,sents,labels
2649,sekshundrede og syvoghalvfjerds,0
2650,tohundrede og ni firehundrede og seksogfirs,1
2651,ottehundrede og tredive sekshundrede og ni,1
2652,trehundrede og seks femhundrede og femoghalvfjerds,1
2653,trehundrede og elleve,0
2654,tohundrede og toogtyve,0
2655,nihundrede og toogtyve,0
2656,femhundrede og otteogtredive,0
2657,syvhundrede,0
2658,firehundrede og niogtreds ethundrede og niogtredive,1
2659,firehundrede og femogtredive sekshundrede og niogfyrre,1
2660,sekshundrede og nioghalvfjerds ottehundrede og treogtyve,1
2661,ottehundrede og tooghalvtreds,0
2662,firehundrede og nioghalvfjerds,0
2663,ottehundrede og toogfyrre ottehundrede og tyve,1
2664,tohundrede og enogfirs,0
2665,femhundrede og otteoghalvfems tohundrede og ti,1
2666,ottehundrede og tolv,0
2667,syvhundrede og fireoghalvfjerds,0
2668,sekshundrede og syvogtreds,0
2669,syvhundrede og fireogtyve ethundrede og niogfyrre,1
2670,ottehundrede og atten trehundrede og enoghalvtreds,1
2671,ottehundrede og syvogfyrre,0
2672,nihundrede og tooghalvtreds,0
2673,syvhundrede og halvfjerds,0
2674,nihundrede og fem,0
2675,nihundrede og halvfems,0
2676,nihundrede og toogtreds,0
2677,femhundrede og seksogfirs,0
2678,firehundrede og treoghalvtreds,0
2679,sekshundrede og fyrre femhundrede og toogfyrre,1
2680,nihundrede og seksogtyve,0
2681,trehundrede og fireogfyrre,0
2682,ottehundrede og treoghalvfems trehundrede og seksoghalvfjerds,1
2683,sekshundrede og femten ottehundrede og syvoghalvfems,1
2684,nihundrede og fireogfyrre trehundrede og treds,1
2685,firehundrede og treoghalvtreds tohundrede og otteogtredive,1
2686,firehundrede og tooghalvtreds,0
2687,nihundrede og halvfems ottehundrede,1
2688,niogtyve,0
2689,firehundrede og syvoghalvfjerds,0
2690,femhundrede og enoghalvtreds firehundrede og toogtyve,1
2691,femhundrede og femogfyrre firehundrede og otteogtreds,1
2692,ethundrede og niogfyrre,0
2693,ethundrede og tooghalvtreds,0
2694,firehundrede og treogtyve,0
2695,tohundrede og seksoghalvtreds trehundrede og femogfyrre,1
2696,ottehundrede og seksoghalvfjerds,0
2697,syvhundrede og niogtyve,0
2698,ethundrede og fireogtredive,0
2699,firehundrede og enogfirs,0
2700,nihundrede og femoghalvfems,0
2701,femoghalvtreds,0
2702,firehundrede og tooghalvfems trehundrede og niogtredive,1
2703,trehundrede og seksogtreds,0
2704,nihundrede og treogtredive,0
2705,tohundrede og halvtreds firehundrede og enoghalvfjerds,1
2706,ethundrede og treds,0
2707,femhundrede og tolv,0
2708,seksogfirs tohundrede og halvtreds,1
2709,sekshundrede og atten nihundrede og seksoghalvtreds,1
2710,sekshundrede og niogfirs,0
2711,syvhundrede og syv to,1
2712,femhundrede og seksoghalvfjerds,0
2713,firehundrede og nioghalvfems ethundrede og fyrre,1
2714,firehundrede og femoghalvfjerds,0
2715,treds,0
2716,fireogtyve nihundrede og tredive,1
2717,femhundrede og tretten,0
2718,trehundrede og seksoghalvtreds,0
2719,tohundrede og tretten sekshundrede og treds,1
2720,syvhundrede og niogfyrre firehundrede og fireoghalvtreds,1
2721,ethundrede og syvogtredive,0
2722,nihundrede og fireoghalvfjerds tohundrede og nioghalvfjerds,1
2723,trehundrede og syvogtyve femhundrede og halvfems,1
2724,firehundrede og atten firehundrede og tredive,1
2725,femhundrede og otteoghalvfjerds nihundrede og toogfyrre,1
2726,syvhundrede og enoghalvfjerds ethundrede og seksoghalvtreds,1
2727,syvhundrede og niogfirs,0
2728,trehundrede og ti tohundrede og femoghalvtreds,1
2729,nihundrede og toogtreds ethundrede og treoghalvtreds,1
2730,tohundrede og treoghalvtreds,0
2731,trehundrede og treds,0
2732,nihundrede og syvogtyve,0
2733,syvhundrede og treogtyve syvhundrede og fireoghalvfjerds,1
2734,ethundrede og et,0
2735,sekshundrede og treoghalvfjerds,0
2736,ethundrede og toogfyrre syvhundrede og seksoghalvfems,1
2737,otte ethundrede og fireoghalvfjerds,1
2738,ethundrede og toogtyve,0
2739,firehundrede og treogtyve,0
2740,syvhundrede og niogtyve,0
2741,trehundrede og treogfirs,0
2742,nihundrede og tre sekshundrede og toogfyrre,1
2743,ethundrede og syvoghalvfems ottehundrede og fyrre,1
2744,syvhundrede og niogtyve nihundrede og seksoghalvtreds,1
2745,syvhundrede og seksoghalvfjerds,0
2746,syvhundrede og halvtreds tohundrede og otteoghalvfjerds,1
2747,trehundrede og syv,0
2748,sekshundrede og ni niogtreds,1
2749,syvhundrede og ni,0
2750,femhundrede og femogfyrre ethundrede og seksogtredive,1
2751,ethundrede og femten enogtredive,1
2752,syvhundrede og seksoghalvfjerds sekshundrede og seksoghalvfems,1
2753,ottehundrede og toogtyve firehundrede og fyrre,1
2754,trehundrede og fireogfirs,0
2755,ottehundrede og otteoghalvtreds syvhundrede og enoghalvtreds,1
2756,ottehundrede og otteoghalvfems,0
2757,syvoghalvtreds firehundrede og syvogtreds,1
2758,nihundrede og syvoghalvfems,0
2759,firehundrede og seksogtyve,0
2760,nihundrede og seksoghalvfjerds,0
2761,sekshundrede og seksogtredive firehundrede og syv,1
2762,tohundrede og fireogtyve,0
2763,nihundrede og firs,0
2764,femhundrede og tooghalvtreds,0
2765,ethundrede og to,0
2766,femhundrede og femogtredive firehundrede og femogtredive,1
2767,tohundrede og seksoghalvfjerds trehundrede og enogtredive,1
2768,ottehundrede og treoghalvfjerds,0
2769,ethundrede og toogtreds ottehundrede og fem,1
2770,ottehundrede og otteoghalvfems sekshundrede og toogtyve,1
2771,tohundrede og seksoghalvfems femhundrede og halvtreds,1
2772,firs trehundrede og fireogtyve,1
2773,firehundrede og fjorten,0
2774,nihundrede og seksoghalvfjerds trehundrede og tre,1
2775,ethundrede og tooghalvfjerds,0
2776,syvhundrede og tooghalvfjerds treoghalvtreds,1
2777,firehundrede og et halvfjerds,1
2778,femhundrede og seksogfirs,0
2779,femhundrede og otteogtredive halvfjerds,1
2780,trehundrede og seksogfyrre nihundrede og femten,1
2781,ottehundrede og femoghalvtreds,0
2782,trehundrede og fyrre trehundrede og enoghalvfjerds,1
2783,syvhundrede og enogtredive,0
2784,femhundrede og syvogtyve,0
2785,ottehundrede og seksogfyrre,0
2786,ottehundrede og otteogfyrre nihundrede og otteoghalvtreds,1
2787,ottehundrede og niogtredive,0
2788,ethundrede og nitten otte,1
2789,femhundrede og seksogtredive,0
2790,ottehundrede og seksten,0
2791,nihundrede og tre,0
2792,ottehundrede og et nihundrede og femoghalvtreds,1
2793,trehundrede og atten,0
2794,syvhundrede og seksogfirs,0
2795,fire,0
2796,nihundrede og seksogtyve,0
2797,ottehundrede og seksoghalvtreds,0
2798,syvhundrede og otteoghalvfems tohundrede og seks,1
2799,ottehundrede og toogtredive femhundrede og tooghalvfjerds,1
2800,sekshundrede og niogtreds,0
2801,ethundrede og treoghalvtreds,0
2802,firehundrede og seksogfyrre,0
2803,syvhundrede og tooghalvfjerds ottehundrede og seksogfyrre,1
2804,ethundrede og otteogtyve,0
2805,trehundrede og seksoghalvtreds ethundrede og niogtreds,1
2806,tohundrede og toogtredive,0
2807,niogfirs nihundrede og tredive,1
2808,syvhundrede og treogtyve,0
2809,syvhundrede og niogfyrre ottehundrede og fireogfyrre,1
2810,femhundrede og syvogfyrre tohundrede og halvfjerds,1
2811,ethundrede og seksogtyve firehundrede og seksogtreds,1
2812,ethundrede og otteogtyve sekshundrede og toogfirs,1
2813,trehundrede og halvfems,0
2814,ottehundrede og enoghalvtreds,0
2815,sekshundrede og seksogtyve femhundrede og niogfirs,1
2816,ottehundrede og halvfems syvhundrede og enoghalvfjerds,1
2817,syvhundrede og enoghalvtreds,0
2818,tohundrede og fireogtreds tohundrede og ni,1
2819,fireogfirs ethundrede og femogtredive,1
2820,sekshundrede og femogtyve,0
2821,femogtreds,0
2822,syvhundrede og seksoghalvfems,0
2823,ottehundrede og fireogtyve,0
2824,sekshundrede og femoghalvfems,0
2825,femhundrede og treogfirs,0
2826,ottehundrede og femogtreds femhundrede og otteogfirs,1
2827,femhundrede og syvogtreds,0
2828,tohundrede og syvoghalvfjerds,0
2829,trehundrede og femoghalvtreds ottehundrede og niogfyrre,1
2830,nihundrede og enoghalvtreds syvhundrede og niogtredive,1
2831,ottehundrede og syv,0
2832,trehundrede og tre,0
2833,ethundrede og treds syvhundrede og tredive,1
2834,firehundrede og niogtreds nihundrede og otteogtredive,1
2835,ethundrede og seks ethundrede og femogtyve,1
2836,toogfirs ethundrede og seksogtyve,1
2837,tohundrede og enoghalvtreds trehundrede og fireogtredive,1
2838,firehundrede og femogfyrre,0
2839,tohundrede og tooghalvtreds sekshundrede og enogtredive,1
2840,syvhundrede og tretten femhundrede og atten,1
2841,sekshundrede og niogfyrre toogfyrre,1
2842,ethundrede og fireogtreds ethundrede og otte,1
2843,syvhundrede og treogtyve,0
2844,trehundrede og tooghalvtreds,0
2845,sekshundrede og syvoghalvfjerds,0
2846,treogtreds,0
2847,syvhundrede og fyrre,0
2848,femhundrede og tretten nihundrede og halvfems,1
2849,nihundrede firehundrede og otteogtredive,1
2850,nihundrede og fem tohundrede og tooghalvfems,1
2851,tohundrede og syvoghalvfems ethundrede og toogtreds,1
2852,ottehundrede og treogtreds ethundrede og nioghalvfems,1
2853,tohundrede og seksogtreds otteoghalvfems,1
2854,sekshundrede og otteogtreds,0
2855,ethundrede og syvogtyve firehundrede og toogfyrre,1
2856,ottehundrede og seksogtreds femhundrede og fireoghalvfems,1
2857,femhundrede og syvogfyrre,0
2858,elleve,0
2859,firehundrede og femogtredive,0
2860,trehundrede og fireogfirs syvhundrede og et,1
2861,trehundrede og seksogfirs,0
2862,firehundrede og ni,0
2863,femhundrede og syvogtreds sekshundrede og tooghalvfjerds,1
2864,nihundrede og femogtredive,0
2865,trehundrede og enoghalvtreds,0
2866,firehundrede og otteogtreds,0
2867,trehundrede og niogtredive,0
2868,firehundrede og otteogtyve,0
2869,ottehundrede og fireoghalvtreds trehundrede og femten,1
2870,enogfyrre ethundrede og enogtredive,1
2871,sekshundrede og treoghalvfems syvhundrede og nioghalvfjerds,1
2872,trehundrede og toogfyrre ottehundrede og seksogtredive,1
2873,nihundrede og enogtreds,0
2874,trehundrede og ti,0
2875,enoghalvfems,0
2876,trehundrede og seksoghalvfjerds,0
2877,sekshundrede og otteogtreds trehundrede og ti,1
2878,ottehundrede og enogfirs trehundrede og syvogtredive,1
2879,nihundrede og sytten tretten,1
2880,trehundrede og fireogfirs,0
2881,trehundrede og firs femhundrede og otteoghalvfems,1
2882,toogtreds,0
2883,femhundrede og fireogfirs,0
2884,firehundrede og niogfirs,0
2885,ethundrede og fire,0
2886,nihundrede og treogfirs,0
2887,ethundrede og fjorten nihundrede og fireoghalvfems,1
2888,femhundrede og tyve,0
2889,ottehundrede og syvoghalvfems trehundrede og niogfyrre,1
2890,firehundrede og toogtredive halvfjerds,1
2891,ottehundrede og syvogfirs nihundrede og seksoghalvfems,1
2892,nihundrede og toogtredive,0
2893,treogtreds syvhundrede og treoghalvfjerds,1
2894,tohundrede og enogtreds firehundrede og tolv,1
2895,sekshundrede og otteogfyrre,0
2896,nihundrede og et tohundrede og fireogtyve,1
2897,trehundrede og otteogfirs,0
2898,ethundrede og otteogfirs,0
2899,ottehundrede og nioghalvfems,0
2900,ethundrede og tyve,0
2901,syvhundrede og femogtredive,0
2902,syvhundrede og halvfjerds syvhundrede og enoghalvfjerds,1
2903,tohundrede og seks,0
2904,sekshundrede og tolv tohundrede og enogfirs,1
2905,firehundrede og treogfyrre,0
2906,firehundrede og tooghalvfjerds femhundrede og nioghalvtreds,1
2907,syvhundrede og niogtyve treoghalvtreds,1
2908,ethundrede og enoghalvfjerds,0
2909,nihundrede og seksoghalvfjerds femhundrede og femoghalvfems,1
2910,femhundrede og syvogtreds syvhundrede og otteoghalvfjerds,1
2911,treoghalvfjerds,0
2912,femhundrede og enoghalvtreds,0
2913,niogtreds sekshundrede og seks,1
2914,sekshundrede og femogtyve,0
2915,nihundrede og tretten,0
2916,syvhundrede og tretten,0
2917,firehundrede tohundrede og fireogtyve,1
2918,firehundrede og treogtyve,0
2919,ottehundrede og treogtyve,0
2920,ethundrede og treoghalvtreds firehundrede og seksten,1
2921,firehundrede og to ethundrede og treogtreds,1
2922,ethundrede og syv trehundrede,1
2923,femhundrede og toogfirs,0
2924,femhundrede og femogtreds tohundrede og nitten,1
2925,ethundrede og fire,0
2926,trehundrede og fireoghalvfems ottehundrede og elleve,1
2927,nihundrede og femten,0
2928,firehundrede og nioghalvfems,0
2929,trehundrede og femogtyve,0
2930,firehundrede og nioghalvfjerds,0
2931,ethundrede og nioghalvfems treoghalvtreds,1
2932,firehundrede og fireoghalvfjerds,0
2933,syvogfyrre femhundrede og niogtyve,1
2934,sekshundrede og halvfems syvhundrede og toogfirs,1
2935,sekshundrede og treoghalvfems femhundrede og tooghalvfjerds,1
2936,sekshundrede og nioghalvfjerds,0
2937,nihundrede og ni firehundrede og niogtreds,1
2938,seksogfyrre ottehundrede og treogfyrre,1
2939,ethundrede og enogtredive ethundrede og syvoghalvtreds,1
2940,ethundrede og enogfirs,0
2941,femhundrede og ti,0
2942,nihundrede og nioghalvfjerds enoghalvfjerds,1
2943,femhundrede og fireogfirs,0
2944,firehundrede og halvfjerds,0
2945,tohundrede og syvogfirs,0
2946,sekshundrede og tolv sekshundrede og fireoghalvfjerds,1
2947,sekshundrede og femogfyrre,0
2948,syvhundrede og otteogtredive,0
2949,sekshundrede og treogtyve,0
2950,tohundrede og femogfirs syvhundrede og ti,1
2951,syvhundrede og enogtyve,0
2952,sekshundrede og syvogfirs,0
2953,sekshundrede og syvogfirs,0
2954,sekshundrede og seksten,0
2955,ethundrede og syv,0
2956,femhundrede og tooghalvtreds sekshundrede og otteoghalvfjerds,1
2957,ottehundrede og seks firehundrede og nitten,1
2958,fireogtyve,0
2959,femhundrede og ni sekshundrede og niogfyrre,1
2960,firehundrede og enogtyve femhundrede og to,1
2961,syvhundrede og seksten,0
2962,trehundrede og toogtyve firehundrede og syvogtreds,1
2963,trehundrede og fireoghalvfems femoghalvfjerds,1
2964,ethundrede og enoghalvtreds ethundrede og syv,1
2965,femhundrede og tre trehundrede og fireoghalvtreds,1
2966,trehundrede og elleve trehundrede og otteogtyve,1
2967,ottehundrede og firs,0
2968,sekshundrede firehundrede og sytten,1
2969,femhundrede og otteoghalvtreds niogtyve,1
2970,sekshundrede og treoghalvfems tohundrede og enogtreds,1
2971,trehundrede og fireoghalvfjerds,0
2972,ethundrede og otteogtyve ottehundrede og syvogtyve,1
2973,syvhundrede og elleve trehundrede og tooghalvfems,1
2974,enogfyrre nihundrede og nioghalvfjerds,1
2975,sekshundrede og femoghalvfjerds seks,1
2976,syvhundrede og treogfirs trehundrede og fireoghalvtreds,1
2977,sekshundrede og tredive,0
2978,nihundrede og toogfyrre syvhundrede og firs,1
2979,ethundrede sekshundrede og seks,1
2980,ethundrede og otteoghalvfems,0
2981,trehundrede og fem,0
2982,tohundrede og tooghalvfems tohundrede og niogtyve,1
2983,syvhundrede og seks,0
2984,sekshundrede og niogtreds,0
2985,ottehundrede og treogtreds,0
2986,toogtreds trehundrede og tooghalvtreds,1
2987,femhundrede og et,0
2988,syvhundrede og fireogfirs ethundrede og enogfirs,1
2989,tredive,0
2990,ottehundrede og toogfirs,0
2991,ethundrede og tooghalvfjerds firehundrede og treoghalvfjerds,1
2992,ethundrede og fireogtyve ottehundrede og fireoghalvfjerds,1
2993,sekshundrede og nioghalvtreds,0
2994,trehundrede og enogtredive,0
2995,tohundrede og syvogfyrre syvhundrede og treds,1
2996,ottehundrede og toogtredive,0
2997,syvhundrede og femogfirs,0
2998,nihundrede og fyrre,0
2999,trehundrede og toogfyrre,0
3000,trehundrede og treogtredive ottehundrede og ti,1
3001,ethundrede og otte,0
3002,femhundrede og syvogtyve,0
3003,femhundrede og toogtyve femhundrede og nitten,1
3004,trehundrede og femogfirs,0
3005,femhundrede og otteogfyrre,0
3006,trehundrede og toogtreds,0
3007,firehundrede og tyve tohundrede og otteogtredive,1
3008,trehundrede og enogfyrre syvhundrede og tyve,1
3009,ottehundrede og femten femhundrede og seksogfirs,1
3010,fem,0
3011,otteoghalvfems sekshundrede og niogtredive,1
3012,nihundrede og fem,0
3013,trehundrede og seks,0
3014,trehundrede og niogtredive ethundrede og treoghalvtreds,1
3015,sekshundrede og syvoghalvtreds,0
3016,femhundrede og ti sekshundrede og enogfirs,1
3017,firehundrede og syv femhundrede og femogfyrre,1
3018,niogfyrre,0
3019,nihundrede og syvogtredive,0
3020,sekshundrede og ti,0
3021,firehundrede og et otteogtreds,1
3022,tohundrede og ni ethundrede og femogtredive,1
3023,syvhundrede og seksoghalvfjerds,0
3024,femhundrede og femogfyrre trehundrede og nioghalvtreds,1
3025,sekshundrede og fireoghalvfjerds,0
3026,firehundrede og treoghalvtreds,0
3027,syvhundrede og fireoghalvfems trehundrede og otteogtyve,1
3028,enoghalvtreds,0
3029,firehundrede og seksogtredive tretten,1
3030,syvhundrede og tooghalvtreds sekshundrede og tredive,1
3031,trehundrede og seksogtredive,0
3032,syvhundrede og fireoghalvfjerds fireogtreds,1
3033,seksoghalvfems,0
3034,tohundrede og enoghalvfems syvhundrede og nioghalvtreds,1
3035,firehundrede og tre,0
3036,firehundrede og enogtreds,0
3037,ethundrede og fireogfyrre nihundrede og seksogtredive,1
3038,fireogfirs sekshundrede og ni,1
3039,sekshundrede og otteoghalvfems,0
3040,femhundrede og tredive nihundrede og nitten,1
3041,sekshundrede og tooghalvfems nihundrede og femoghalvfjerds,1
3042,trehundrede og toogtreds,0
3043,tohundrede og tre femhundrede og tyve,1
3044,trehundrede og et sekshundrede og seks,1
3045,fireogtreds trehundrede og seksogtreds,1
3046,nihundrede og ni femhundrede og toogtredive,1
3047,femhundrede og tooghalvfjerds,0
3048,nihundrede og toogfyrre,0
3049,sekshundrede og otteoghalvtreds sekshundrede og enogtredive,1
3050,tohundrede og tretten,0
3051,trehundrede og tooghalvfems,0
3052,sekshundrede og nioghalvtreds nihundrede og halvtreds,1
3053,firehundrede og nioghalvtreds otteoghalvtreds,1
3054,trehundrede og tooghalvtreds tohundrede og enogtredive,1
3055,ottehundrede og toogfyrre,0
3056,tohundrede og syvoghalvfjerds niogfyrre,1
3057,nihundrede og seksten firehundrede og treogtredive,1
3058,sekshundrede og otteogfirs syvhundrede og seksoghalvfjerds,1
3059,sekshundrede og syvoghalvtreds,0
3060,femhundrede,0
3061,ottehundrede og tooghalvfems syvhundrede og treogtreds,1
3062,ottehundrede og treoghalvfjerds sekshundrede og et,1
3063,nihundrede og treoghalvfems ethundrede og seksogtreds,1
3064,firehundrede og niogfyrre,0
3065,halvfjerds,0
3066,syvhundrede og treoghalvtreds,0
3067,ethundrede og femogfirs firehundrede og fireogfyrre,1
3068,trehundrede og nioghalvtreds sekshundrede og treoghalvfems,1
3069,syvogfyrre,0
3070,nihundrede og treds,0
3071,ethundrede og enoghalvfems,0
3072,sekshundrede og halvtreds,0
3073,ottehundrede og fyrre femhundrede og enoghalvfjerds,1
3074,tooghalvtreds sekshundrede og fireoghalvfjerds,1
3075,femhundrede og seksoghalvtreds femogfyrre,1
3076,firehundrede og otteoghalvfjerds,0
3077,tohundrede og fireoghalvtreds,0
3078,firehundrede og otteoghalvfjerds,0
3079,firehundrede og treogfirs sekshundrede og tooghalvfjerds,1
3080,syvhundrede og tooghalvfjerds,0
3081,femhundrede og tooghalvtreds,0
3082,sekshundrede og niogtreds,0
3083,ethundrede og seksogfyrre sekshundrede og nioghalvtreds,1
3084,ethundrede og enoghalvtreds,0
3085,tre,0
3086,tohundrede og femogtyve,0
3087,sekshundrede og elleve,0
3088,sekshundrede og femogtyve ottehundrede og syvoghalvfjerds,1
3089,firehundrede og fireoghalvfjerds,0
3090,firehundrede og fireogtredive tohundrede og treds,1
3091,toogtyve,0
3092,nihundrede og treoghalvfjerds,0
3093,tohundrede og otte ottehundrede og fireoghalvtreds,1
3094,ottehundrede og enogtredive,0
3095,otteogtreds,0
3096,ottehundrede og otteoghalvfems trehundrede og niogfirs,1
3097,syvhundrede og femogtreds,0
3098,femhundrede og niogfyrre syvhundrede og atten,1
3099,ethundrede og tyve firehundrede og femoghalvfjerds,1
3100,ethundrede og seksogtredive,0
3101,trehundrede og otteogfirs,0
3102,femhundrede og atten,0
3103,firehundrede og enogfirs,0
3104,firehundrede og nitten ottehundrede og nioghalvfjerds,1
3105,syvhundrede og fyrre tohundrede,1
3106,ottehundrede og halvfjerds,0
3107,ethundrede og syvogtredive ethundrede og tooghalvfems,1
3108,nihundrede og fjorten,0
3109,nihundrede og to,0
3110,trehundrede og femoghalvfems,0
3111,ottehundrede og ni,0
3112,syvhundrede og treoghalvfems,0
3113,sekshundrede og tre,0
3114,femhundrede og femogtyve,0
3115,syvhundrede og treoghalvtreds,0
3116,nihundrede og to,0
3117,ethundrede og enogtredive tohundrede og otteoghalvfjerds,1
3118,nihundrede og treoghalvfjerds,0
3119,ottehundrede og enoghalvfems,0
3120,sekshundrede og nioghalvfjerds,0
3121,trehundrede og fireogtredive sekshundrede og niogfyrre,1
3122,syvhundrede og fireoghalvtreds femhundrede og toogfyrre,1
3123,toogtyve,0
3124,femhundrede og enogfyrre tohundrede og niogfirs,1
3125,tooghalvfems tohundrede og treogtredive,1
3126,trehundrede og seks,0
3127,ethundrede og toogtyve syvhundrede og otte,1
3128,trehundrede og fireogfyrre tohundrede og halvfjerds,1
3129,trehundrede og fireogfyrre,0
3130,tohundrede og femogtredive firehundrede og halvtreds,1
3131,nihundrede og syvogfyrre firehundrede og otteoghalvfjerds,1
3132,nihundrede og femogfirs trehundrede og fyrre,1
3133,syvogtredive,0
3134,trehundrede og syvoghalvfems,0
3135,syvhundrede og tredive,0
3136,nihundrede og seksoghalvfems,0
3137,ottehundrede og nitten,0
3138,sekshundrede og halvfjerds ottehundrede og treogfirs,1
3139,syvhundrede og nitten,0
3140,seksogtreds ottehundrede og otteoghalvfjerds,1
3141,firehundrede og nitten,0
3142,ethundrede og enoghalvtreds,0
3143,fireogtredive,0
3144,ottehundrede og enogtreds,0
3145,syvhundrede og toogtreds,0
3146,femhundrede og seksogtredive trehundrede og femogfyrre,1
3147,ethundrede og seksogtreds,0
3148,firehundrede og fyrre,0
3149,tohundrede og syvogfyrre,0
3150,ethundrede og femoghalvfems ethundrede og femogtreds,1
3151,firehundrede og seksogtreds syvhundrede og syvoghalvfjerds,1
3152,ottehundrede og halvfjerds ottehundrede og enoghalvfems,1
3153,femhundrede,0
3154,ethundrede og to nihundrede og ni,1
3155,ethundrede,0
3156,syvogfirs,0
3157,syvhundrede og enogfyrre,0
3158,tohundrede og fireogfirs,0
3159,nihundrede og nioghalvtreds,0
3160,ethundrede og enogtredive,0
3161,firehundrede og niogfyrre syvhundrede og niogtyve,1
3162,trehundrede og tredive ottehundrede og nitten,1
3163,halvtreds femhundrede og enogtredive,1
3164,nihundrede og otteogtyve femhundrede og tre,1
3165,treoghalvfjerds,0
3166,seksogtredive,0
3167,firehundrede og fireoghalvfems,0
3168,trehundrede og syvoghalvfems femhundrede og tooghalvfjerds,1
3169,trehundrede og syv trehundrede og fireogtyve,1
3170,tohundrede og toogtredive,0
3171,tohundrede og toogtreds syvhundrede og toogfyrre,1
3172,femogtredive ottehundrede og femten,1
3173,firehundrede og fire firehundrede og halvfems,1
3174,ottehundrede og treogfyrre,0
3175,syvhundrede og nioghalvtreds seksten,1
3176,femhundrede og tretten trehundrede og toogtyve,1
3177,nihundrede og seksoghalvtreds,0
3178,femhundrede og otteogtredive syvhundrede og fjorten,1
3179,syvhundrede og seks ottehundrede og firs,1
3180,syvhundrede nihundrede og fem,1
3181,sekshundrede og syvogtredive,0
3182,syvhundrede og syvoghalvfjerds nihundrede og treogfyrre,1
3183,syvhundrede og tolv firehundrede og femogtyve,1
3184,fireoghalvfems,0
3185,firehundrede og fem ottehundrede og femten,1
3186,firehundrede og fem nihundrede og niogtyve,1
3187,syvhundrede og seksten,0
3188,sekshundrede og fire syvhundrede og syvogtredive,1
3189,syvhundrede og femoghalvtreds firehundrede og fireogfyrre,1
3190,sekshundrede og sytten,0
3191,ethundrede og niogfyrre,0
3192,femhundrede og fyrre syvhundrede og niogfirs,1
3193,nihundrede og nioghalvfems,0
3194,ethundrede og tooghalvfjerds,0
3195,ethundrede og fireoghalvfems,0
3196,tohundrede og toogfyrre syvhundrede og treogfyrre,1
3197,firehundrede og ti trehundrede og syvogfirs,1
3198,nihundrede og enoghalvtreds,0
3199,ethundrede og seksogfyrre ottehundrede og syvoghalvfems,1
3200,tohundrede og syvogtreds,0
3201,trehundrede og seksoghalvtreds,0
3202,syvhundrede og niogtyve,0
3203,ottehundrede og treoghalvfems trehundrede og otteogtreds,1
3204,ethundrede og otteogtredive femhundrede og seksogfyrre,1
3205,syvhundrede og femogtredive,0
3206,tohundrede og fireogtredive tohundrede og otteogtredive,1
3207,sekshundrede og otteogfirs,0
3208,tohundrede og niogtreds ethundrede og femogtredive,1
3209,nihundrede og seksoghalvfjerds,0
3210,nihundrede og seksogtreds trehundrede og elleve,1
3211,nihundrede og niogfirs ottehundrede og toogtredive,1
3212,ethundrede og atten firehundrede og otteogfyrre,1
3213,syvhundrede og elleve,0
3214,seksoghalvtreds enoghalvtreds,1
3215,ethundrede og tooghalvfems treoghalvtreds,1
3216,ottehundrede og femogtredive,0
3217,sekshundrede og seksoghalvfjerds,0
3218,trehundrede og tredive trehundrede og ti,1
3219,nihundrede og femoghalvfjerds,0
3220,nihundrede og seksogtyve femhundrede og femoghalvtreds,1
3221,sekshundrede og femoghalvfjerds firehundrede og syvoghalvfjerds,1
3222,trehundrede og treoghalvtreds,0
3223,sekshundrede og fireogtredive,0
3224,niogtreds,0
3225,sekshundrede og fireogfirs,0
3226,seksogfirs tolv,1
3227,trehundrede og femogfyrre,0
3228,firehundrede og atten firehundrede og syvogfirs,1
3229,ottehundrede og tooghalvfems,0
3230,otteogtyve trehundrede og seksoghalvfjerds,1
3231,ottehundrede og fire ethundrede og enogtreds,1
3232,nihundrede og tooghalvtreds,0
3233,syvhundrede og treogtredive,0
3234,ethundrede og ti femhundrede og tretten,1
3235,ethundrede og treoghalvfjerds sekshundrede og fire,1
3236,nihundrede og syvogtreds,0
3237,ottehundrede og fireogtredive,0
3238,firehundrede og fireoghalvfjerds ottehundrede og treoghalvtreds,1
3239,ethundrede og toogfirs,0
3240,femhundrede og treoghalvfems,0
3241,trehundrede og seksoghalvfjerds ethundrede og fireogtredive,1
3242,ottehundrede og fire,0
3243,femhundrede og enogtyve,0
3244,fireogfyrre ottehundrede og syvogfirs,1
3245,sekshundrede og toogtredive niogfyrre,1
3246,syvhundrede og treogtredive trehundrede og seksogtyve,1
3247,firehundrede og otteoghalvtreds tohundrede og otteoghalvtreds,1
3248,firehundrede og treogtyve seks,1
3249,sekshundrede og tooghalvfems,0
3250,sekshundrede og femogfyrre,0
3251,tohundrede og nioghalvtreds syvhundrede og femogfyrre,1
3252,ethundrede og femoghalvfems,0
3253,syvhundrede og firs ethundrede og seksogfirs,1
3254,fire trehundrede og treoghalvfjerds,1
3255,trehundrede og fireoghalvfems tohundrede og sytten,1
3256,syvhundrede og otteoghalvtreds,0
3257,ottehundrede og toogfirs,0
3258,ottehundrede og treoghalvfems nihundrede og femogtredive,1
3259,ottehundrede og fjorten ethundrede og ti,1
3260,nihundrede og tyve tohundrede og enogfirs,1
3261,trehundrede og enoghalvfems,0
3262,trehundrede og elleve sekshundrede og to,1
3263,ottehundrede og niogfyrre tohundrede og syvogtreds,1
3264,femhundrede og syvoghalvtreds firehundrede og atten,1
3265,tohundrede og fireogtredive nihundrede og treogtyve,1
