,nums,labels
6592,nine hundred and thirty five; nine hundred and sixty four,1
6593,six hundred and fifty six; four hundred and five,0
6594,nine hundred and fourteen; nine hundred and sixty seven,1
6595,eight hundred and thirty eight; four hundred and twenty seven,0
6596,three hundred and fifty three; five hundred and eighty eight,1
6597,nine hundred and eighteen; three hundred and thirty,0
6598,nine hundred and twelve; seven hundred and seventy four,0
6599,three hundred and fifty six; eight hundred and ninety three,1
6600,nine hundred and twenty one; five hundred and sixty five,0
6601,two hundred and twenty nine; twenty six,0
6602,one hundred and forty four; six hundred and seven,1
6603,six hundred and fifty eight; seven hundred and fifty six,1
6604,fifty six; seven hundred and thirty eight,1
6605,one hundred and ninety; sixty five,0
6606,five hundred and eighty; nine hundred and twenty one,1
6607,three hundred and eighty seven; five hundred and fifty,1
6608,one hundred and forty four; thirty eight,0
6609,ninety; two hundred and five,1
6610,three hundred and seventy three; six hundred and ninety five,1
6611,two hundred and seventy three; seven hundred and eighty three,1
6612,two hundred and thirty seven; nine hundred and twenty two,1
6613,three hundred and seventy nine; nine hundred and ninety six,1
6614,three hundred and fifty two; four hundred and thirty three,1
6615,three hundred and sixty one; thirty seven,0
6616,one hundred; seven hundred and eighty five,1
6617,nine hundred and forty three; four hundred and fifty three,0
6618,three hundred and sixty five; four hundred and ninety seven,1
6619,four hundred and ninety; five hundred and seventy one,1
6620,eight hundred and thirteen; three hundred and fifty eight,0
6621,five hundred and fifty six; six hundred and forty five,1
6622,eight hundred and twelve; six hundred and thirty seven,0
6623,nine hundred and seventeen; eight hundred and thirty one,0
6624,seven hundred and forty four; five hundred and ninety eight,0
6625,eight hundred and eighty one; four hundred and forty seven,0
6626,nine hundred and sixty eight; three hundred and fifty nine,0
6627,five hundred and ninety two; three hundred and thirty,0
6628,four hundred and ninety three; two hundred and ninety eight,0
6629,two hundred and forty three; five hundred and three,1
6630,nine hundred and seventy five; one hundred and fifty eight,0
6631,five hundred and forty six; six hundred and eleven,1
6632,eight hundred and seventy seven; eight hundred and thirty nine,0
6633,forty one; five hundred and twenty six,1
6634,seven hundred and twenty one; six hundred and seventy six,0
6635,four hundred and fifty; five hundred and twenty eight,1
6636,three hundred and fifty four; thirteen,0
6637,two hundred and thirty; five hundred and two,1
6638,thirty two; one hundred and fifty two,1
6639,six hundred and forty five; two hundred and fifty three,0
6640,four hundred and two; nine hundred and forty six,1
6641,six hundred and eighteen; five hundred and nineteen,0
6642,five hundred and twenty six; two hundred and five,0
6643,six hundred and twenty three; six hundred and fifty eight,1
6644,nine hundred and ninety seven; two hundred and fifty seven,0
6645,two hundred and eleven; two hundred and eighty,1
6646,nine hundred and ninety two; eight hundred and fifty,0
6647,two hundred and eighty one; five hundred and forty three,1
6648,three hundred and forty one; sixty nine,0
6649,six hundred and fifty; forty four,0
6650,six hundred and ninety two; four hundred and fifteen,0
6651,two hundred and forty one; six hundred and nine,1
6652,four hundred and seventy two; eight hundred and sixty nine,1
6653,six hundred and twenty; five hundred and twenty nine,0
6654,three hundred and fifty two; five hundred and fifty two,1
6655,three hundred and forty nine; two hundred and forty eight,0
6656,eight hundred and ninety two; two hundred and seventy five,0
6657,three hundred and thirty two; one hundred and sixty one,0
6658,nine hundred and forty eight; four hundred and seventy six,0
6659,three hundred and ninety one; five hundred and twenty two,1
6660,four hundred and eighteen; five hundred and three,1
6661,four hundred and thirty five; six hundred and seventy two,1
6662,two hundred and seventy nine; nine hundred and thirty two,1
6663,two hundred and eight; five hundred and ninety one,1
6664,eight hundred and fifty one; four hundred and thirty seven,0
6665,five hundred and fifty two; nine hundred and sixty nine,1
6666,two hundred and ninety five; one hundred and sixteen,0
6667,nine hundred and twenty two; eight hundred and thirty two,0
6668,four hundred and twenty nine; seven hundred and fourteen,1
6669,one hundred and sixty one; seven hundred and thirty eight,1
6670,one hundred and thirty two; three hundred and ten,1
6671,one hundred and thirty; six hundred and nineteen,1
6672,eight hundred and twenty two; six hundred and thirty two,0
6673,six hundred and eighty one; nine hundred and fifty five,1
6674,nine hundred and twelve; four hundred and fifty,0
6675,six hundred and seventy one; nine hundred and eighty one,1
6676,eight hundred and thirteen; nine hundred and eighty nine,1
6677,three hundred and fifty two; nine hundred and sixty three,1
6678,sixty one; seven hundred and forty seven,1
6679,three hundred and eighty six; five hundred and ninety two,1
6680,nine hundred and ninety seven; twelve,0
6681,eight hundred and sixty five; sixty three,0
6682,five hundred and four; seven hundred and eighty three,1
6683,nine hundred and sixty two; three hundred and seventy,0
6684,seven hundred and ninety nine; three hundred and nine,0
6685,seven hundred and thirty three; five hundred and four,0
6686,two hundred and seven; five hundred and eighty three,1
6687,five hundred and fifty one; seventy three,0
6688,one hundred and sixty one; four hundred and sixty eight,1
6689,one hundred and forty; seven hundred and ten,1
6690,twenty three; one hundred and eighteen,1
6691,seven hundred; five hundred and ninety seven,0
6692,seven hundred and ninety eight; seventy,0
6693,nine hundred and twenty three; nine hundred and ninety two,1
6694,five hundred and seventy seven; five hundred and thirty one,0
6695,nine hundred and seventy three; six hundred and ninety six,0
6696,eight hundred and forty nine; nine hundred and one,1
6697,three hundred and ninety; two hundred and seventy seven,0
6698,one hundred and eighty four; eight hundred and sixty nine,1
6699,four hundred and sixty nine; one hundred and nine,0
6700,one hundred and ninety; seven hundred and seventy four,1
6701,eight hundred and fifty eight; two hundred and seventy,0
6702,five hundred and forty three; seventy,0
6703,six hundred and fifty five; ninety three,0
6704,five hundred and sixty eight; eight hundred and eighty one,1
6705,six hundred and eighty five; nine hundred and thirty one,1
6706,seven hundred and nineteen; five hundred and thirty five,0
6707,six hundred and eighty nine; one hundred and forty two,0
6708,eleven; six hundred and thirty seven,1
6709,five hundred and twenty five; eight hundred and thirty six,1
6710,four hundred and eighty one; five hundred and seventeen,1
6711,three hundred and six; two hundred and sixteen,0
6712,four hundred and seventy one; one hundred and seventy one,0
6713,forty six; two hundred and one,1
6714,two hundred and ninety one; seven hundred and thirty two,1
6715,four hundred and ten; four hundred and forty three,1
6716,four hundred and fifty five; eight hundred and seventy six,1
6717,seven hundred and ten; four hundred and forty nine,0
6718,eight hundred and thirteen; six hundred and ninety five,0
6719,two hundred and ninety seven; six hundred and seventy nine,1
6720,seventy; eight hundred and ninety,1
6721,two hundred and seventy one; seven hundred and seventy two,1
6722,three hundred and eighty five; five hundred and seventy two,1
6723,thirty four; six hundred and forty,1
6724,one hundred and eighty four; one hundred and thirty eight,0
6725,six hundred and thirty three; two hundred and thirty seven,0
6726,one hundred and fifty eight; six hundred and seven,1
6727,four hundred and seventy eight; two hundred and seventy six,0
6728,six hundred and twenty nine; nine hundred and seventy one,1
6729,seven hundred and ninety; six hundred and seventy,0
6730,nine hundred and ninety two; eight hundred and eleven,0
6731,five hundred and fifty one; nine hundred and seventy seven,1
6732,five hundred and fifty two; five hundred and sixty two,1
6733,four hundred and thirty; two hundred and eighty nine,0
6734,one hundred and ninety three; one hundred and seventy two,0
6735,eight hundred and sixty three; eight hundred and sixty,0
6736,six hundred and sixty three; two hundred and twenty five,0
6737,six hundred and ten; nine hundred and ninety five,1
6738,nine hundred and seventy; twenty three,0
6739,five hundred and ninety two; one hundred and sixty four,0
6740,two hundred and fifteen; three hundred and thirty six,1
6741,nine hundred and forty six; fifty seven,0
6742,two hundred and sixty; eight hundred and seventeen,1
6743,nine hundred and eighteen; seventeen,0
6744,one hundred and thirty two; two hundred and thirty three,1
6745,nine hundred and sixty three; five hundred and one,0
6746,five hundred and twenty one; three hundred and fifty eight,0
6747,two hundred and fifty six; eight hundred and sixty five,1
6748,seven hundred and fifty four; one hundred and eighty two,0
6749,three hundred and seven; nine hundred and fifty six,1
6750,five hundred and twenty; three hundred and eighty one,0
6751,seven hundred and fifty six; six hundred and seven,0
6752,one hundred and fifty seven; eight hundred and sixty nine,1
6753,three hundred and one; eight hundred and thirty five,1
6754,nine hundred and seventy nine; two hundred and forty,0
6755,eight hundred and two; five hundred and eighty five,0
6756,nine hundred; four hundred and sixty four,0
6757,nine hundred and twenty three; nine hundred and eight,0
6758,five hundred; four hundred and sixty two,0
6759,three hundred and ten; one hundred and two,0
6760,seven hundred and sixty; two hundred and twenty seven,0
6761,three hundred and seventy seven; three hundred and fifty three,0
6762,four hundred and eighty five; seven hundred and seventy nine,1
6763,six hundred and twenty four; eight hundred and thirty three,1
6764,five hundred and five; forty eight,0
6765,one hundred and fourteen; four hundred and eighty eight,1
6766,nine hundred and twenty five; nine hundred and eighty one,1
6767,three hundred and eighty; two hundred and sixty two,0
6768,five hundred and seventy four; four hundred and eighty six,0
6769,four hundred and sixty two; eight hundred and thirteen,1
6770,five hundred; four hundred and fifty three,0
6771,forty seven; four hundred and seventy nine,1
6772,six hundred and twenty one; two hundred and fifty eight,0
6773,two hundred and thirty eight; three hundred and sixty two,1
6774,seven hundred and seventy seven; nine hundred and eighteen,1
6775,nine hundred and sixty one; seven hundred and seventeen,0
6776,two hundred and thirty three; seven hundred and thirty,1
6777,five hundred and sixty two; seven hundred and sixty five,1
6778,two hundred and ninety one; five hundred and seventy six,1
6779,nine hundred and eighty one; one hundred and ninety eight,0
6780,one hundred and forty three; nine hundred and sixty four,1
6781,five hundred and forty seven; two hundred and eighty one,0
6782,eight hundred and eighteen; three hundred and fifty one,0
6783,nine hundred and forty; forty,0
6784,seven hundred and sixty three; seven hundred and seven,0
6785,four hundred and sixty four; one hundred and six,0
6786,nine hundred and thirty seven; nine,0
6787,four hundred and sixty five; three hundred and fifty seven,0
6788,three hundred and thirty one; four hundred and seventy nine,1
6789,seven hundred and twenty two; one hundred and eighteen,0
6790,nine hundred and fifty; seven hundred and thirty nine,0
6791,six hundred and ninety seven; four hundred and sixty four,0
6792,five hundred and twenty one; two hundred and eighty three,0
6793,five hundred and ninety six; one hundred and fifty nine,0
6794,thirty two; three hundred and twenty eight,1
6795,eight hundred and sixty two; one hundred and twenty one,0
6796,eight hundred and thirty; two hundred and sixty five,0
6797,six hundred and seventy six; three hundred and forty four,0
6798,two hundred and eighty; two hundred and thirty two,0
6799,eight hundred and sixty nine; eight hundred and thirty one,0
6800,two hundred and seventy six; six hundred and thirteen,1
6801,nine hundred and thirty nine; two hundred and eighty nine,0
6802,one hundred and forty eight; one hundred and ninety seven,1
6803,three hundred and thirty eight; seven hundred and fifteen,1
6804,three hundred and sixty six; five hundred and thirty seven,1
6805,fifty nine; four hundred and fifty eight,1
6806,one hundred and eighty two; one hundred and fifty five,0
6807,two hundred and seventy one; six hundred and twenty two,1
6808,six hundred and sixty two; four hundred and twenty nine,0
6809,four hundred and eight; three hundred and eight,0
6810,two hundred and seventy one; sixty nine,0
6811,three hundred and twenty eight; four hundred and eighty three,1
6812,five hundred and twenty six; one hundred and fifty four,0
6813,six hundred and forty nine; three hundred and fourteen,0
6814,three hundred and thirty seven; four hundred and nineteen,1
6815,seven hundred and forty four; thirty six,0
6816,one hundred and eighteen; nine hundred and eighty seven,1
6817,three hundred and seventy seven; seventy two,0
6818,eight hundred and ninety four; two hundred and ninety one,0
6819,five hundred and fifty one; four hundred and seventy six,0
6820,two hundred and forty nine; one hundred and forty,0
6821,six hundred and fifty three; eighty,0
6822,two hundred and sixty three; seven hundred and twenty six,1
6823,four hundred and seventy nine; one hundred and eighty five,0
6824,three hundred and forty eight; five hundred and ninety,1
6825,one hundred and forty nine; three hundred and seventy five,1
6826,nine hundred and forty seven; five hundred and two,0
6827,four hundred and nine; one hundred and eighty one,0
6828,eight hundred and thirty; two hundred and forty one,0
6829,nine hundred and thirty nine; eight hundred and thirty three,0
6830,eight hundred and seventy; seven hundred and twenty three,0
6831,forty; one hundred and forty seven,1
6832,eight hundred and sixty; five hundred and sixty three,0
6833,nine hundred and twenty seven; two hundred and forty eight,0
6834,five hundred and twenty one; four hundred and forty four,0
6835,three hundred and ten; three hundred and forty seven,1
6836,eight hundred and twenty eight; three hundred and sixty six,0
6837,one hundred and twenty nine; one hundred and seven,0
6838,eight hundred and thirty seven; one hundred and seventy eight,0
6839,seven hundred and eighty nine; one hundred and forty five,0
6840,fifty; one hundred and ten,1
6841,two hundred and seventy five; seven hundred and thirty eight,1
6842,six hundred and sixty four; five hundred and fourteen,0
6843,eight hundred and sixty eight; nine hundred and eighty four,1
6844,six hundred and thirty one; two hundred and ninety one,0
6845,five hundred and ten; two hundred and forty six,0
6846,seventy seven; one hundred and fifty,1
6847,three hundred and seventy six; seven hundred and fifty seven,1
6848,one hundred and two; three hundred and thirty six,1
6849,seven hundred and seventy seven; four hundred and thirty two,0
6850,nine hundred and nineteen; four hundred and thirty one,0
6851,nine hundred and sixty six; two hundred and sixty six,0
6852,two hundred and twenty; nine hundred and ninety six,1
6853,four hundred and seventy nine; four hundred and sixty four,0
6854,five hundred and ninety seven; two hundred and six,0
6855,nine hundred and fifty seven; six hundred and seventy seven,0
6856,nine hundred and nine; nine hundred and fifty three,1
6857,eight hundred and sixty nine; six hundred and thirty six,0
6858,one hundred and eight; five hundred and twenty,1
6859,four hundred and sixty eight; five hundred and thirty two,1
6860,twenty one; two hundred and fifty two,1
6861,three hundred and thirty three; five hundred and nineteen,1
6862,seven hundred and sixty; eight hundred and seventy one,1
6863,nineteen; six hundred and eighty nine,1
6864,forty six; eight hundred and one,1
6865,six hundred and forty five; eight hundred and sixty five,1
6866,eight hundred and four; five hundred and forty four,0
6867,twenty one; six hundred and eight,1
6868,two hundred and seventy nine; twenty four,0
6869,one hundred and thirty four; three hundred and eighty nine,1
6870,five hundred and eighty three; thirteen,0
6871,four hundred and eighty six; one hundred and fifty two,0
6872,one hundred and seventy; eighty five,0
6873,one hundred and eighty three; three hundred and eighty eight,1
6874,one hundred and thirty eight; three hundred and forty three,1
6875,eight hundred and thirty; five hundred and nineteen,0
6876,two hundred and eighty seven; four hundred and forty six,1
6877,one hundred and sixty eight; five hundred and eighty six,1
6878,eight hundred and twenty seven; seven hundred and seventy three,0
6879,eight hundred and sixteen; four hundred and seventy two,0
6880,two hundred and thirty; five hundred and eighty eight,1
6881,five hundred and ninety one; four hundred and fifteen,0
6882,three hundred and eighty nine; five hundred and eleven,1
6883,six hundred and seventy nine; two hundred and sixty two,0
6884,three hundred and seventy five; two hundred and forty four,0
6885,eight hundred and eleven; two hundred and five,0
6886,three hundred and sixty two; seven hundred and fifty three,1
6887,six hundred and seventy five; seven hundred and eighty eight,1
6888,one hundred and twenty eight; three hundred and forty six,1
6889,seven; ninety one,1
6890,three hundred and nineteen; five hundred and fifty five,1
6891,eight hundred and eighty; two hundred and sixteen,0
6892,thirty one; four hundred and eighty seven,1
6893,six hundred and twenty seven; four hundred and eighty eight,0
6894,seven hundred and twenty four; seven hundred and fifteen,0
6895,two hundred and twenty seven; seven hundred and thirty five,1
6896,four hundred and nineteen; one hundred and twenty three,0
6897,three hundred and fifteen; five hundred and nine,1
6898,two hundred and sixty two; seven hundred and fifty four,1
6899,two hundred and twenty four; five hundred and fourteen,1
6900,seven hundred and ninety; eight hundred and twenty four,1
6901,five hundred and eighty nine; four hundred and thirty eight,0
6902,eight hundred and seventy nine; two hundred and eighty nine,0
6903,nine hundred and forty four; one hundred and eighty eight,0
6904,nine hundred and eighty seven; eight hundred and fifty seven,0
6905,two hundred and eighty five; three hundred and five,1
6906,ninety two; seven hundred and eighty nine,1
6907,one hundred and twenty one; six hundred and ninety eight,1
6908,five hundred and forty five; two hundred and thirty,0
6909,four hundred and fourteen; four hundred and sixty six,1
6910,seven hundred and ninety; seven hundred and one,0
6911,eight hundred and thirty one; six hundred and four,0
6912,seven hundred and sixty eight; five hundred and sixty five,0
6913,eight hundred and seventy nine; eight hundred and one,0
6914,eight hundred and seventy six; seven hundred and twenty nine,0
6915,five hundred and sixteen; six hundred and fifty three,1
6916,two hundred and ninety eight; seven hundred and eight,1
6917,seven hundred and thirty nine; six hundred and sixty three,0
6918,four hundred and ninety one; twenty one,0
6919,four hundred and sixty seven; one hundred and sixty eight,0
6920,four hundred and ninety one; six hundred and fifty nine,1
6921,six hundred and thirty five; two hundred and fifty four,0
6922,four hundred and nine; three hundred and ninety eight,0
6923,three hundred and eighty four; three hundred and fifty one,0
6924,seven hundred and thirty nine; eight hundred and fifty six,1
6925,three hundred and fifty nine; one hundred and forty eight,0
6926,four hundred and thirty eight; eight hundred and thirty four,1
6927,one hundred and three; two hundred and nine,1
6928,six hundred and fifteen; four hundred and ninety four,0
6929,three hundred and eighty six; three hundred and forty,0
6930,six hundred and sixty seven; twenty eight,0
6931,two hundred and seventy three; nine hundred and seventy seven,1
6932,nine hundred and forty three; fifty,0
6933,seven hundred and forty eight; seven hundred and fifty nine,1
6934,six hundred and eighty three; nine hundred and eighty seven,1
6935,six hundred and fourteen; four hundred and seventy three,0
6936,four hundred and seventy; three hundred and thirty four,0
6937,six hundred and thirty eight; three hundred and fifty,0
6938,three hundred and five; three hundred and forty six,1
6939,one hundred and seventy two; four hundred and twenty six,1
6940,five hundred and seventy two; six hundred and five,1
6941,seven; six hundred and eighty six,1
6942,eight hundred and nineteen; five hundred and ninety one,0
6943,six hundred and eleven; five hundred and sixty five,0
6944,eight hundred and eighty five; two hundred and twenty five,0
6945,five hundred and seventy; two hundred and forty one,0
6946,five hundred and twenty nine; eight hundred and twenty two,1
6947,seven hundred and seven; seven hundred and nineteen,1
6948,seven hundred and twenty; two hundred and ninety six,0
6949,three hundred and ninety nine; two hundred and ninety four,0
6950,nine hundred and ninety five; nine hundred and eighty five,0
6951,six hundred and seventy four; two hundred and thirty eight,0
6952,seven hundred and eighty one; six hundred and thirteen,0
6953,nine hundred and eighty six; seven hundred and fifty seven,0
6954,one hundred and fifty three; thirty,0
6955,nine hundred and sixteen; four hundred and seventy eight,0
6956,five hundred and nineteen; two hundred and sixty seven,0
6957,three hundred and nineteen; sixty five,0
6958,two hundred and fifty six; thirty seven,0
6959,four hundred and sixty one; six hundred and forty six,1
6960,three hundred; one hundred and fourteen,0
6961,five hundred and twenty; four hundred and forty two,0
6962,nine; eight hundred and fifty two,1
6963,seventy one; four hundred and fifty two,1
6964,nine hundred and ninety six; five hundred and sixty five,0
6965,four hundred and seventy six; one hundred and thirteen,0
6966,five hundred and forty; twenty nine,0
6967,nine hundred and eighty four; nine hundred and eighty eight,1
6968,four hundred and forty four; nine hundred and twenty seven,1
6969,five hundred and ninety eight; one hundred and ninety one,0
6970,eight hundred and eighty four; five hundred and fifty four,0
6971,three hundred and twenty three; two hundred and fifty one,0
6972,six; eighty four,1
6973,three hundred and forty seven; eight hundred and seven,1
6974,two hundred and fifty seven; three hundred and two,1
6975,six hundred and twenty; sixty nine,0
6976,two hundred and twenty six; three hundred and eighty one,1
6977,three hundred and ninety seven; four hundred and twenty four,1
6978,six hundred and fifty three; nine hundred and sixty five,1
6979,one hundred and sixty; nine hundred and eighty eight,1
6980,seven hundred and fourteen; eight hundred and seventy two,1
6981,three hundred and forty nine; one hundred and fifty five,0
6982,two hundred and ninety nine; eighty two,0
6983,five hundred and thirty three; six hundred and seventy nine,1
6984,six hundred and forty six; two hundred and forty four,0
6985,three hundred and sixty nine; four hundred and four,1
6986,one hundred and twenty seven; two hundred and six,1
6987,nine hundred and thirty; six hundred and seventy nine,0
6988,four hundred and forty nine; seven hundred and twenty one,1
6989,two hundred and sixty two; ninety one,0
6990,six hundred and twenty three; seven hundred and ninety four,1
6991,four hundred and thirty six; twenty seven,0
6992,seven hundred and ten; two hundred and twenty five,0
6993,two hundred and fifty six; two hundred and thirteen,0
6994,six hundred and seventy; seventy seven,0
6995,seven hundred and sixty nine; two hundred and seventy two,0
6996,four hundred and twenty; nine hundred and sixty eight,1
6997,one hundred and twenty nine; three hundred and nineteen,1
6998,nine hundred and eighty; eight hundred and forty seven,0
6999,two hundred; eight hundred and seventy three,1
7000,one hundred and four; three hundred and seventy nine,1
7001,nine hundred and ninety four; four hundred and forty six,0
7002,two hundred and two; eight hundred and eighty two,1
7003,nine hundred and twenty five; three hundred and eighty six,0
7004,five hundred and eight; two hundred and thirty six,0
7005,six hundred and twenty seven; two hundred and ninety three,0
7006,six hundred and thirty three; seven hundred and eighty seven,1
7007,one hundred and thirty nine; seven hundred and sixty four,1
7008,seven hundred and forty nine; eight hundred and eighty seven,1
7009,eighty nine; six hundred and two,1
7010,five hundred and twenty nine; one hundred and nineteen,0
7011,two hundred and fifty five; one hundred and five,0
7012,three hundred and forty two; two hundred and forty six,0
7013,five hundred and seventy one; six hundred and seventy six,1
7014,two hundred and eighty six; eight hundred and eighteen,1
7015,eight hundred and twenty three; two hundred and eighty nine,0
7016,three hundred and twenty two; four hundred and sixteen,1
7017,seventy three; one hundred and forty,1
7018,nine hundred and fourteen; one hundred and twenty six,0
7019,seven hundred and thirty four; seven hundred and thirty three,0
7020,nine hundred and ninety seven; two hundred and sixty seven,0
7021,one hundred and sixty one; two hundred and eleven,1
7022,six hundred and thirty; three hundred and fifty six,0
7023,three hundred and sixty seven; one hundred and thirty eight,0
7024,three hundred and seventy four; thirty eight,0
7025,six hundred and sixty three; three hundred and thirty,0
7026,three hundred and sixty nine; three hundred and forty five,0
7027,four hundred and fifty six; three hundred and eighty four,0
7028,nine hundred and seventy two; eight hundred and twenty two,0
7029,eight hundred and eighty; fifty one,0
7030,three hundred and sixty nine; sixty two,0
7031,three hundred and seventy five; nine hundred and fifty four,1
7032,sixty eight; four hundred and sixty three,1
7033,seven hundred and eighty nine; seventy four,0
7034,six hundred and eighty five; nine hundred and seventy nine,1
7035,six hundred and sixty eight; forty six,0
7036,twenty nine; eight hundred and forty seven,1
7037,three hundred and thirty two; one hundred and seventy nine,0
7038,eight hundred and sixty four; nine hundred and seventeen,1
7039,fifty five; nine hundred and forty three,1
7040,seven hundred and eighty three; five hundred and thirty nine,0
7041,thirty nine; fifty,1
7042,nine hundred and thirty three; one hundred and fifty nine,0
7043,three hundred and twenty six; three hundred and fourteen,0
7044,five hundred and eighty nine; two hundred and seventy,0
7045,twenty; ninety six,1
7046,one hundred and ninety four; three hundred and twelve,1
7047,six hundred and three; eight hundred and fifty seven,1
7048,five hundred and fifty six; four hundred and seventy six,0
7049,four hundred and thirty five; six hundred and one,1
7050,sixteen; two hundred and nineteen,1
7051,nine hundred and one; thirteen,0
7052,two hundred and thirty three; seven hundred and fourteen,1
7053,eight hundred and twenty; eight hundred and seventy two,1
7054,two hundred and sixty eight; five hundred and eighty six,1
7055,two hundred and seventy six; sixty,0
7056,three hundred and fifteen; four hundred and twenty five,1
7057,nine hundred and forty five; sixty two,0
7058,five hundred and fifty seven; seventy three,0
7059,five hundred and sixty one; one hundred and one,0
7060,three hundred and seventy four; four hundred and sixty,1
7061,one hundred and seventy seven; six hundred and fifty three,1
7062,nine hundred and seventy; six hundred and ninety seven,0
7063,five hundred and twenty one; four hundred and three,0
7064,nine hundred and ninety nine; thirty six,0
7065,seven hundred and eighty two; three hundred and twenty one,0
7066,nine hundred and sixty; one hundred and eighty,0
7067,three hundred and four; nine hundred and forty,1
7068,ninety three; two hundred and eighty eight,1
7069,one hundred and seventeen; six hundred and sixty one,1
7070,one hundred and eighty; sixty nine,0
7071,three hundred and ten; two hundred and twelve,0
7072,three hundred and three; ten,0
7073,two hundred and seventy two; four hundred and eighty nine,1
7074,seven hundred and seven; five hundred and ninety nine,0
7075,two hundred and fifty six; eight hundred and forty,1
7076,nine hundred and seventy one; two hundred,0
7077,four hundred and twenty five; two hundred and eighty eight,0
7078,four hundred and ninety eight; seven hundred and sixty seven,1
7079,six hundred and two; one hundred and five,0
7080,fourteen; seven hundred and sixty one,1
7081,three hundred and twenty five; five hundred and fifty one,1
7082,three hundred and fifty; two hundred and ninety two,0
7083,seven hundred; three hundred and thirty four,0
7084,five hundred and forty two; one hundred and twenty five,0
7085,seven hundred and forty three; six hundred and seventy seven,0
7086,six hundred and thirty; one hundred and forty,0
7087,three hundred and thirty four; four hundred and thirty,1
7088,three hundred and ninety two; three hundred and three,0
7089,nine hundred and seventy three; three hundred and forty seven,0
7090,six hundred and twenty; nine hundred and eleven,1
7091,six hundred and twelve; nine hundred and sixty seven,1
7092,four hundred and eighty nine; nine hundred and twenty eight,1
7093,four hundred and sixty; eighty six,0
7094,nine hundred and two; two hundred and twenty seven,0
7095,ninety one; four hundred and forty nine,1
7096,five hundred and seventeen; seven hundred and twenty three,1
7097,six hundred and thirty; eight hundred and thirty four,1
7098,two hundred and seventy nine; three hundred and eleven,1
7099,six hundred and twenty four; eighty seven,0
7100,three hundred and eighty two; seven hundred and three,1
7101,five hundred; eight hundred and seventy nine,1
7102,one hundred and thirty five; one hundred and forty one,1
7103,five hundred and two; four hundred and sixteen,0
7104,nine hundred and sixty; three hundred and ninety nine,0
7105,nine hundred and five; four hundred and ninety two,0
7106,four hundred and fifty eight; one hundred and ninety six,0
7107,four hundred and eighty three; six hundred and thirty three,1
7108,six hundred and thirty two; two hundred and seventy seven,0
7109,five hundred and thirty eight; two hundred and ninety five,0
7110,two hundred and fifty; four hundred and sixty two,1
7111,seven hundred and seventy four; six hundred and ninety three,0
7112,three hundred and five; three hundred and twenty five,1
7113,six hundred and sixty five; eight hundred and sixty eight,1
7114,one hundred and seventy five; eight hundred and eighty four,1
7115,two hundred and forty two; six hundred and eighty one,1
7116,seventy six; six hundred and fifty five,1
7117,seven hundred and sixty; eight hundred and seventy,1
7118,one hundred and fifty one; five hundred and fifty,1
7119,two hundred and thirty; seven hundred and twenty three,1
7120,five hundred and seven; seven hundred and eighty two,1
7121,seven hundred and ninety three; two hundred and eighty nine,0
7122,seven hundred and seven; one hundred and seventy seven,0
7123,four hundred and eighty six; eighteen,0
7124,seven hundred and thirty seven; seven hundred and two,0
7125,five hundred and forty two; three hundred and seventy one,0
7126,fifteen; two hundred and ten,1
7127,five hundred and twenty one; six hundred and forty,1
7128,one hundred and seventy two; eight hundred and twenty four,1
7129,seven hundred and ten; four hundred and thirty two,0
7130,four hundred and forty four; one hundred and ninety nine,0
7131,seven hundred and seventy four; seven hundred and eighty nine,1
7132,one hundred and twenty eight; six hundred and thirty four,1
7133,seven hundred and eighty two; eight hundred and sixty one,1
7134,four hundred and eighty one; seven hundred and forty five,1
7135,seven hundred and twenty six; three hundred and four,0
7136,eighty; eight hundred and ninety,1
7137,two hundred and forty eight; four hundred and six,1
7138,fifty three; two hundred and seventy three,1
7139,two hundred and forty five; nine hundred and twenty one,1
7140,two hundred and five; five hundred and ninety six,1
7141,thirty eight; nine hundred and sixty nine,1
7142,eight hundred and twenty six; three hundred and sixty six,0
7143,twenty five; nine hundred and twenty eight,1
7144,five hundred and seventeen; five hundred and seventy,1
7145,six hundred and eighty five; two hundred and ninety five,0
7146,five hundred and seven; seven hundred and eighty four,1
7147,nine hundred and ninety; eight hundred and thirty two,0
7148,three hundred and fourteen; three hundred and sixty four,1
7149,nine hundred and ninety six; six hundred and sixty four,0
7150,four hundred and seventy five; three hundred and seventy four,0
7151,four hundred and forty seven; three hundred and nine,0
7152,seven hundred and fifty six; forty eight,0
7153,two hundred and seventy three; seventy four,0
7154,nine hundred and three; six hundred and thirty seven,0
7155,six hundred and sixteen; two hundred and forty two,0
7156,four hundred; eight hundred and twenty four,1
7157,five hundred and seventy two; six hundred and thirty,1
7158,eight hundred and thirty eight; two hundred and sixty nine,0
7159,one hundred and fifty; five hundred and fifty one,1
7160,five hundred and fifty five; nine hundred and seventy,1
7161,three hundred; nine hundred and forty five,1
7162,four hundred and fifty nine; nine hundred and fifteen,1
7163,three hundred and ninety three; six hundred and eighty nine,1
7164,two hundred and four; eleven,0
7165,three hundred and seventy five; three hundred and fifty four,0
7166,eight hundred and seventy eight; seven hundred and fifty five,0
7167,five hundred and eleven; seven hundred and seventy two,1
7168,four hundred and ninety four; three hundred and ninety nine,0
7169,ninety five; six hundred and twenty six,1
7170,nine hundred and sixty nine; five hundred and ninety seven,0
